2001: A Space Odyssey (1968),Ace Ventura: Pet Detective (1994),Aladdin (1992),Alien (1979),Aliens (1986),"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",American Beauty (1999),American History X (1998),American Pie (1999),Apocalypse Now (1979),Apollo 13 (1995),Austin Powers: International Man of Mystery (1997),Austin Powers: The Spy Who Shagged Me (1999),Babe (1995),Back to the Future (1985),Back to the Future Part II (1989),Batman (1989),Batman Begins (2005),Batman Forever (1995),"Beautiful Mind, A (2001)",Beauty and the Beast (1991),Beetlejuice (1988),Being John Malkovich (1999),"Big Lebowski, The (1998)","Birdcage, The (1996)",Blade Runner (1982),"Bourne Identity, The (2002)",Braveheart (1995),"Breakfast Club, The (1985)",Broken Arrow (1996),"Bug's Life, A (1998)",Casablanca (1942),Clear and Present Danger (1994),Clerks (1994),Cliffhanger (1993),"Clockwork Orange, A (1971)",Crimson Tide (1995),"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Dances with Wolves (1990),"Dark Knight, The (2008)",Die Hard (1988),Die Hard: With a Vengeance (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Dumb & Dumber (Dumb and Dumber) (1994),E.T. the Extra-Terrestrial (1982),Edward Scissorhands (1990),Fargo (1996),Ferris Bueller's Day Off (1986),"Fifth Element, The (1997)",Fight Club (1999),Finding Nemo (2003),"Firm, The (1993)","Fish Called Wanda, A (1988)",Forrest Gump (1994),Four Weddings and a Funeral (1994),"Fugitive, The (1993)",Full Metal Jacket (1987),Get Shorty (1995),Ghost (1990),Ghostbusters (a.k.a. Ghost Busters) (1984),Gladiator (2000),"Godfather, The (1972)","Godfather: Part II, The (1974)",GoldenEye (1995),Good Will Hunting (1997),Goodfellas (1990),"Green Mile, The (1999)",Groundhog Day (1993),Heat (1995),Home Alone (1990),"Hunt for Red October, The (1990)",In the Line of Fire (1993),Inception (2010),"Incredibles, The (2004)",Independence Day (a.k.a. ID4) (1996),Indiana Jones and the Last Crusade (1989),Indiana Jones and the Temple of Doom (1984),Interview with the Vampire: The Vampire Chronicles (1994),Jaws (1975),Jerry Maguire (1996),Jurassic Park (1993),Kill Bill: Vol. 1 (2003),L.A. Confidential (1997),"Lion King, The (1994)","Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Léon: The Professional (a.k.a. The Professional) (Léon) (1994),"Mask, The (1994)","Matrix, The (1999)",Memento (2000),Men in Black (a.k.a. MIB) (1997),Minority Report (2002),Mission: Impossible (1996),"Monsters, Inc. (2001)",Monty Python and the Holy Grail (1975),Monty Python's Life of Brian (1979),Mrs. Doubtfire (1993),Natural Born Killers (1994),"Net, The (1995)",Ocean's Eleven (2001),One Flew Over the Cuckoo's Nest (1975),Outbreak (1995),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Pretty Woman (1990),"Princess Bride, The (1987)",Pulp Fiction (1994),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Rain Man (1988),Reservoir Dogs (1992),"Rock, The (1996)",Saving Private Ryan (1998),Schindler's List (1993),Seven (a.k.a. Se7en) (1995),Shakespeare in Love (1998),"Shawshank Redemption, The (1994)","Shining, The (1980)",Shrek (2001),"Silence of the Lambs, The (1991)","Sixth Sense, The (1999)",Sleepless in Seattle (1993),Speed (1994),Spider-Man (2002),Stand by Me (1986),Star Trek: Generations (1994),Star Wars: Episode I - The Phantom Menace (1999),Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Stargate (1994),Taxi Driver (1976),Terminator 2: Judgment Day (1991),"Terminator, The (1984)",There's Something About Mary (1998),Titanic (1997),Total Recall (1990),Toy Story (1995),Toy Story 2 (1999),Trainspotting (1996),True Lies (1994),"Truman Show, The (1998)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Twister (1996),"Usual Suspects, The (1995)",Waterworld (1995),While You Were Sleeping (1995),Who Framed Roger Rabbit? (1988),Willy Wonka & the Chocolate Factory (1971),"Wizard of Oz, The (1939)",X-Men (2000)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0833333333,,,,,,,,,,,,,,0.0833333333,,,,,,,,,,,,,,,,,,,,,,,-0.4166666667,,,,,,,,,,,,,,,,,0.0833333333,,,,,,,,,,,,,,,,0.0833333333,0.0833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.6315789474,,,,,,,,,,,,,,-1.3684210526,,,,-0.3684210526,,,,,,,-0.3684210526,,,,,,,,,,,-0.3684210526,,,,,,,,,,,,,,,1.6315789474,,-0.3684210526,,,,,,,,,,,,,,,,,,,,,,-0.3684210526,,,-1.3684210526,,,-0.3684210526,,,,,-0.3684210526,,,,,,,,,,1.6315789474,,,,,,,,0.6315789474,,,,,,,,,,,,1.6315789474,,,,,,-0.3684210526,,,,,-0.3684210526,1.6315789474,,,,,,,,,-1.3684210526,,,,,-1.3684210526,,,,,
,-0.8181818182,-0.8181818182,,,,,,,,1.1818181818,,,0.1818181818,,,0.1818181818,,-0.8181818182,,0.1818181818,,,,0.1818181818,,,0.1818181818,,-0.8181818182,,,,,,,-0.8181818182,,-0.8181818182,,,,,,,,,,,,,-0.8181818182,,1.1818181818,,0.1818181818,,1.1818181818,,,,,,0.1818181818,,,,,,,,0.1818181818,,,,,,,,,-0.8181818182,,,,,,,,-0.8181818182,,,,,,,,,0.1818181818,,,,,,,-0.8181818182,,1.1818181818,,,,,,1.1818181818,,,,,,1.1818181818,,0.1818181818,0.1818181818,,,-0.8181818182,,,,,-0.8181818182,,1.1818181818,,,,,,,,-0.8181818182,,,,1.1818181818,,-0.8181818182,,,,
,,-0.6060606061,,,0.8939393939,-0.10606060610000001,,,,,,,,-0.10606060610000001,,,,,,,,,,,0.3939393939,,,,,,-0.10606060610000001,,,,,,,,,,-0.10606060610000001,,,,,-0.10606060610000001,,,-0.6060606061,-1.1060606061,,,-0.10606060610000001,,,,,,,,0.8939393939,0.8939393939,,,0.3939393939,,0.8939393939,,,,,,,,,,,,,,,-0.10606060610000001,0.8939393939,,,,,,0.3939393939,-0.10606060610000001,,,-0.6060606061,,,,,,,,-1.1060606061,,,,,0.8939393939,-0.10606060610000001,,,,-0.10606060610000001,0.3939393939,0.3939393939,,0.3939393939,,,-0.10606060610000001,,,-0.6060606061,,,,,,,,,-1.1060606061,,,,,,0.8939393939,,,,,-0.6060606061,,-1.1060606061,,,,,,
,0.3571428571,,,,,-0.1428571429,,,-2.6428571429,,-0.6428571429000001,,-1.1428571429,0.8571428571,0.8571428571,-0.1428571429,,,,-0.1428571429,,,,,1.3571428571,,,,,,-3.1428571429,,,,,,,-0.1428571429,0.3571428571,,,,-0.6428571429000001,,,,0.8571428571,,,,,,1.3571428571,,,,,0.3571428571,0.8571428571,,,,,,,-2.6428571429,,,,,,,,-0.6428571429000001,0.3571428571,,1.3571428571,-0.1428571429,-0.1428571429,-0.1428571429,1.3571428571,,,,,,,0.3571428571,1.3571428571,,,,,,,,,,,,,,-0.6428571429000001,0.3571428571,-0.6428571429000001,0.3571428571,,,,,,,,,,,0.3571428571,0.8571428571,1.3571428571,,,,,,,-2.1428571429,,,,,-0.6428571429000001,,,1.3571428571,,0.3571428571,-0.1428571429,,,,,,,,,,0.3571428571,,-0.6428571429000001
,,0.0196078431,,,,,,,0.0196078431,1.0196078431,,,,0.0196078431,-0.9803921569,,,,,,,,,,1.0196078431,,1.0196078431,,-0.9803921569,0.0196078431,,0.0196078431,,,,0.0196078431,,1.0196078431,,0.0196078431,,,,-1.9803921569,,,0.0196078431,,,,,0.0196078431,1.0196078431,,0.0196078431,,,0.0196078431,1.0196078431,,0.0196078431,,,-0.9803921569,,,1.0196078431,,,0.0196078431,,,,-1.9803921569,-0.9803921569,,0.0196078431,,,0.0196078431,,,0.0196078431,,,,,,1.0196078431,,0.0196078431,,0.0196078431,,0.0196078431,,,,,,1.0196078431,,,,0.0196078431,,-0.9803921569,0.0196078431,,0.0196078431,1.0196078431,0.0196078431,,,,,,,1.0196078431,,,,,,-1.9803921569,1.0196078431,0.0196078431,-0.9803921569,,,0.0196078431,1.0196078431,,0.0196078431,,-0.9803921569,,,,0.0196078431,,,,,,,-0.9803921569,,
-0.33333333330000003,-0.33333333330000003,-1.3333333333000001,-0.33333333330000003,0.6666666667000001,,-0.33333333330000003,,,,,,,,,,,,,,,,,,,,,,,,-1.3333333333000001,,,,,,,,,,,,,,,,0.6666666667000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3333333333000001,,,,0.6666666667000001,,,,,,,,,,,,,0.6666666667000001,,,,,,,,,,,,,,,,,0.6666666667000001,,,,,,,,,,,,,,,0.6666666667000001,,,,0.6666666667000001,,,,0.6666666667000001,,,,,,,,,,,,,,,,,,
0.224137931,,-1.775862069,0.724137931,0.724137931,,,,,,,-0.27586206900000004,-0.7758620690000001,,0.724137931,,,-0.27586206900000004,,-0.27586206900000004,,,,,,0.224137931,,,-1.275862069,,,,,,-0.7758620690000001,0.724137931,,0.224137931,,,,,,,-0.7758620690000001,,,,0.724137931,0.724137931,,,,0.224137931,,,,,,-0.27586206900000004,-0.7758620690000001,0.724137931,0.724137931,,-0.27586206900000004,,,,,-1.275862069,,,,,-0.7758620690000001,0.724137931,,-0.27586206900000004,,,0.224137931,,,-1.775862069,0.224137931,0.224137931,0.224137931,0.724137931,,0.724137931,,0.224137931,,0.224137931,,,,-0.7758620690000001,,,,,,0.224137931,0.224137931,0.724137931,,0.724137931,,,,,,0.724137931,-1.275862069,,-0.7758620690000001,0.724137931,,0.724137931,,,,,,-0.7758620690000001,0.724137931,0.724137931,0.724137931,,,0.224137931,-0.27586206900000004,,-0.7758620690000001,,0.724137931,-0.27586206900000004,,,,0.724137931,,,-0.7758620690000001,,,,-0.7758620690000001,
,,-0.0526315789,,,,,,,,,,,-0.0526315789,,,-0.0526315789,,,,-0.0526315789,,,,,,,,,,,,,,-1.0526315789,,,,-0.0526315789,,,-0.0526315789,,,,,,,,,,,,-0.0526315789,,-0.0526315789,,,,,,,,-0.0526315789,,,,,,,,,,,,,,-0.0526315789,,,-0.0526315789,,,-1.0526315789,,,,,,,,,,,,,,,,,,,,,,,0.9473684211000001,,,,,,,-0.0526315789,,0.9473684211000001,,,0.9473684211000001,,,,,,,,,,,,,,,,,,,,,-0.0526315789,,,,,-0.0526315789,,,,,
,,,,,,0.9523809524,,,,,,,,-2.0476190476,,,,,,,,,,,-0.0476190476,,,,,,,,,,-3.0476190476,,,0.9523809524,,-1.0476190476,,,,,,,,,,,,,,,,,,,,,0.9523809524,-0.0476190476,,-1.0476190476,,,,,,,,,,,,,,,,,,0.9523809524,,,,,,,,,,,,,,-0.0476190476,,,,,,,,,0.9523809524,-1.0476190476,,0.9523809524,,,,0.9523809524,,-0.0476190476,,,,0.9523809524,-1.0476190476,,,,0.9523809524,,,,,,,-0.0476190476,,,,,,,,,,,,,,,,,,0.9523809524,
,,,,,,,,,,,,,,,,-0.30000000000000004,,1.7000000000000002,,,,,,-1.3,,,,,,,,,,,,,,1.7000000000000002,,,,,-0.30000000000000004,,,,,,,,0.7000000000000001,,0.7000000000000001,-1.3,,,,0.7000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,-0.30000000000000004,,,,,-0.30000000000000004,,,,,,,,,-0.30000000000000004,,-0.30000000000000004,,,,,,,,,,,,,,,,-0.30000000000000004,,,,,-1.3,1.7000000000000002,,,-2.3,,,,,-0.30000000000000004,,,,,,,,,,,,,,,1.7000000000000002,-0.30000000000000004,,,,
,0.21875000000000003,-0.7812500000000001,0.7187500000000001,0.21875000000000003,,,,,,-0.7812500000000001,,-2.28125,-0.7812500000000001,,,0.21875000000000003,1.71875,0.7187500000000001,-0.28125,-0.7812500000000001,0.21875000000000003,,,,,,,-0.28125,,,-1.28125,,,,,,-0.28125,-0.28125,,,,,-0.7812500000000001,-2.28125,0.7187500000000001,,,2.21875,0.21875000000000003,1.71875,,,,,,,,-0.28125,-0.7812500000000001,0.21875000000000003,,,,0.21875000000000003,,0.7187500000000001,,,0.7187500000000001,,,,0.21875000000000003,0.21875000000000003,,0.21875000000000003,1.21875,-1.78125,-1.78125,,-0.7812500000000001,,0.21875000000000003,,0.21875000000000003,0.7187500000000001,,0.21875000000000003,,,0.7187500000000001,,-0.7812500000000001,,,,,,,,,,2.21875,1.21875,,,,0.21875000000000003,,,,-1.78125,0.21875000000000003,,0.21875000000000003,,,0.21875000000000003,-0.28125,-0.28125,0.21875000000000003,1.21875,,,,,,,,,-2.28125,,,0.21875000000000003,0.21875000000000003,,0.21875000000000003,,0.21875000000000003,-0.28125,,1.21875,,,-0.7812500000000001,-0.28125,0.21875000000000003,,0.21875000000000003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,-1.0,,,,,,,,,,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,1.0,,,,,,,,,,,,2.0,,0.0,,,,,,,,,-0.5,,,
,,,,,0.7187500000000001,-1.78125,,,,,,,,,,,,,,,,,,,,,0.7187500000000001,,,,,,,,-0.7812500000000001,,,-0.7812500000000001,,,,,,,,0.21875000000000003,,,,,,,,,,,,,,,,,,,,0.7187500000000001,,,,,,,,,,,,,,,,,0.21875000000000003,,-1.28125,,,,,,,,,,,,,,,,,,,,,,,0.21875000000000003,,,0.21875000000000003,0.21875000000000003,0.21875000000000003,,0.7187500000000001,,,0.21875000000000003,0.21875000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0957446809,,,-1.4042553191,-1.4042553191,1.0957446809,1.0957446809,-0.4042553191,,0.0957446809,0.0957446809,,,,0.5957446809,,,-0.9042553191,,0.0957446809,,,-1.4042553191,,,0.5957446809,-0.9042553191,0.0957446809,,,,1.0957446809,,,,,,1.0957446809,,-0.9042553191,-0.9042553191,,,,,,0.0957446809,,,,0.5957446809,,-0.4042553191,,,,0.0957446809,,,,0.5957446809,,,,,,,,,,,,,0.5957446809,,1.0957446809,,,,,,,,,-0.9042553191,-0.4042553191,-0.4042553191,0.0957446809,,-0.9042553191,,,,,-0.9042553191,,,,,,,,,1.0957446809,,,,-0.4042553191,,,,0.0957446809,0.5957446809,0.5957446809,,0.5957446809,,-0.9042553191,0.0957446809,,,,,,,,-0.4042553191,0.0957446809,0.0957446809,,,-0.4042553191,-0.4042553191,,,,1.0957446809,,,,,,,,,,,,0.0957446809,
,,-0.1602564103,,,0.3397435897,0.8397435897000001,-0.6602564103,,,,,-1.6602564103000002,,0.3397435897,,-1.1602564103,0.8397435897000001,-1.6602564103000002,-0.1602564103,-1.1602564103,,0.3397435897,0.8397435897000001,,-0.1602564103,-0.1602564103,-0.1602564103,,,,,,,,0.3397435897,,-0.6602564103,-0.1602564103,0.8397435897000001,,,-0.6602564103,-1.6602564103000002,,,0.8397435897000001,,,0.8397435897000001,-0.6602564103,,,0.3397435897,,,,,,,-0.1602564103,-0.6602564103,,,-0.1602564103,-1.1602564103,-0.1602564103,0.3397435897,,,,,-0.1602564103,0.3397435897,,0.3397435897,,,,,0.8397435897000001,0.3397435897,0.8397435897000001,0.3397435897,0.3397435897,0.3397435897,0.3397435897,0.8397435897000001,,0.8397435897000001,1.3397435897,-0.6602564103,0.3397435897,-0.1602564103,0.3397435897,0.3397435897,,,,,-0.1602564103,0.3397435897,,-0.1602564103,,0.8397435897000001,1.3397435897,0.3397435897,0.3397435897,-0.6602564103,-0.6602564103,-0.1602564103,-0.1602564103,-0.6602564103,,0.8397435897000001,,,0.3397435897,,,,-0.6602564103,,,-0.6602564103,0.3397435897,0.8397435897000001,0.3397435897,,,-0.6602564103,,,-1.1602564103,,,,0.3397435897,-0.1602564103,-0.1602564103,-0.1602564103,-0.6602564103,-0.1602564103,,,,,,-0.1602564103
,-0.7380952381,0.2619047619,,,,,,,,-0.7380952381,,,0.2619047619,,,-0.7380952381,,-0.7380952381,,0.2619047619,,,,,,,1.2619047619,,0.2619047619,,,-0.7380952381,,0.2619047619,,0.2619047619,,0.2619047619,,,0.2619047619,,-1.7380952381,,,,,,,,0.2619047619,,1.2619047619,,1.2619047619,,,,,,,,-0.7380952381,,,,,,,,-0.7380952381,,,,,,-0.7380952381,,,1.2619047619,,,0.2619047619,,,,-1.7380952381,0.2619047619,,,,,,,,,,,-2.7380952381,,,0.2619047619,,,,-0.7380952381,,,,1.2619047619,,1.2619047619,0.2619047619,,1.2619047619,,,0.2619047619,,,0.2619047619,,,-0.7380952381,,,,,-0.7380952381,0.2619047619,,,,,,0.2619047619,,,0.2619047619,,,,1.2619047619,-0.7380952381,0.2619047619,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8888888889000001,-0.8888888889000001,-0.8888888889000001,,,,,,,,,,,,,,,,,,,,,0.1111111111,,,,,,,,,,-1.8888888889,,,,,,,,,-0.8888888889000001,,,,,,,,,,2.1111111111,2.1111111111,,,,,,,,,,1.1111111111,,
,,,,,,,,,,-0.33333333330000003,,,,,,-0.33333333330000003,,,,,,,,,,,,,,,,,,,,-0.33333333330000003,,-0.33333333330000003,,,,,,,,,,,,,,,-1.3333333333000001,-0.33333333330000003,0.6666666667000001,,0.6666666667000001,,,,,,,,,,,,,,,,,,,,-0.33333333330000003,,,-0.33333333330000003,,,,,,,,,,,,,,,,,,0.6666666667000001,,,,-0.33333333330000003,,-0.33333333330000003,,0.6666666667000001,,,,,,1.6666666667,,,-0.33333333330000003,,,0.6666666667000001,,,0.6666666667000001,,,-0.33333333330000003,,,,,-1.3333333333000001,,,,,,,,,,0.6666666667000001,,0.6666666667000001,,0.6666666667000001,-1.3333333333000001,,,,,
0.6312500000000001,,-0.36875,-1.36875,,1.63125,,,,-0.36875,1.63125,,,,-0.36875,,-0.36875,,,0.6312500000000001,,,0.6312500000000001,,0.6312500000000001,,-1.36875,0.6312500000000001,-0.36875,,,0.6312500000000001,,,,0.6312500000000001,,-1.86875,-0.36875,,,,-2.36875,,1.63125,0.6312500000000001,,-1.36875,,,,0.6312500000000001,,1.63125,,1.63125,,,-0.36875,0.6312500000000001,0.6312500000000001,0.6312500000000001,0.6312500000000001,,0.6312500000000001,-0.36875,1.63125,1.63125,,-1.36875,0.6312500000000001,-0.36875,,,-2.36875,-0.36875,,,,-0.36875,-0.86875,,-0.36875,,-0.36875,,-0.86875,,,-0.36875,,-0.36875,,,,-1.36875,-2.36875,0.6312500000000001,,,,1.63125,,,-0.36875,-0.36875,-1.86875,-0.36875,0.6312500000000001,,,-2.36875,-2.36875,,0.6312500000000001,1.63125,-0.36875,0.6312500000000001,,0.13125,1.63125,-1.36875,,0.6312500000000001,,,1.63125,1.63125,1.63125,-1.36875,-0.36875,,0.6312500000000001,,1.63125,0.6312500000000001,-0.36875,-1.36875,,0.6312500000000001,-1.36875,,,-0.36875,,0.6312500000000001,,-0.36875,,
,-0.7916666667000001,-0.7916666667000001,,,,,,,,0.2083333333,,,,,,-0.7916666667000001,,,,-0.7916666667000001,,,,,,,,,,,,0.2083333333,,,,1.2083333333,,,,0.2083333333,,,,,,,,,,,-0.7916666667000001,,1.2083333333,-0.7916666667000001,0.2083333333,,,,,,,,,,,,,,,,,,,,,,,,,0.2083333333,,,-0.7916666667000001,,,,,0.2083333333,,,,,,,,,-0.7916666667000001,-0.7916666667000001,,,,,,-0.7916666667000001,,1.2083333333,,,,,,,,,,,,1.2083333333,,,0.2083333333,,,,,,,,,,0.2083333333,,,,,,,,1.2083333333,,,,,0.2083333333,,,,,
-0.1589147287,-2.6589147287,1.3410852712999999,-0.1589147287,0.8410852713,-0.1589147287,-0.1589147287,,-2.1589147287,0.8410852713,-1.1589147287000001,-1.1589147287000001,-2.1589147287,0.8410852713,0.8410852713,-0.1589147287,0.8410852713,,-0.1589147287,-0.1589147287,-0.1589147287,-0.1589147287,-0.1589147287,,0.8410852713,0.8410852713,,-0.1589147287,0.3410852713,-1.1589147287000001,-0.1589147287,-0.1589147287,-0.1589147287,0.3410852713,,0.8410852713,-0.1589147287,0.8410852713,0.8410852713,,-1.1589147287000001,,1.8410852712999999,-1.1589147287000001,-0.1589147287,-1.1589147287000001,0.8410852713,0.8410852713,-1.1589147287000001,0.8410852713,,-1.1589147287000001,0.3410852713,-2.6589147287,0.8410852713,-1.1589147287000001,0.8410852713,-0.1589147287,-1.1589147287000001,-0.1589147287,-0.1589147287,1.8410852712999999,1.8410852712999999,,-0.1589147287,1.8410852712999999,,1.8410852712999999,,-2.1589147287,0.8410852713,,,1.8410852712999999,-2.6589147287,0.8410852713,-0.1589147287,-0.1589147287,-0.1589147287,0.8410852713,-0.1589147287,-0.1589147287,-0.1589147287,0.8410852713,0.8410852713,,-0.1589147287,,-0.1589147287,-1.1589147287000001,0.8410852713,-0.1589147287,-0.1589147287,-1.1589147287000001,,1.8410852712999999,-0.1589147287,0.3410852713,,,0.8410852713,0.8410852713,-0.1589147287,,-0.1589147287,-0.1589147287,0.8410852713,0.8410852713,0.8410852713,0.8410852713,0.8410852713,-0.1589147287,0.8410852713,-0.1589147287,-0.1589147287,0.8410852713,-0.1589147287,0.8410852713,-0.1589147287,-0.1589147287,-1.1589147287000001,,0.8410852713,-1.1589147287000001,-2.1589147287,-0.1589147287,0.8410852713,1.8410852712999999,-1.1589147287000001,-2.1589147287,-0.1589147287,0.8410852713,-0.1589147287,-2.6589147287,-1.1589147287000001,-0.1589147287,-0.1589147287,0.8410852713,-0.1589147287,1.8410852712999999,-0.1589147287,1.8410852712999999,,0.8410852713,-1.1589147287000001,-1.1589147287000001,-0.1589147287,-2.1589147287,-0.1589147287,0.8410852713
,-0.619047619,0.380952381,,,,,,,,0.380952381,,,,,,0.380952381,,-0.619047619,,-0.619047619,,,,,,,,,,,,,,,,,,-0.619047619,,,0.380952381,,-0.619047619,,,,,,,,,,,,0.380952381,,,,,,,,-0.619047619,,,,,,,,,,,,,,-1.619047619,,,,,,,,,,,,,,,,,,,,,,-0.619047619,,,0.380952381,,,,,,,,,,,,,1.380952381,,,0.380952381,,,,,,1.380952381,,,,,1.380952381,,,,,,,,,,0.380952381,,,,,-0.619047619,-0.619047619,,,,
,,0.5555555556,,,,,,,,0.5555555556,,,,,,-1.4444444444,,,,,,,,,1.5555555556,,,,,,,-0.4444444444,,-1.4444444444,,0.5555555556,,-0.4444444444,,,-1.4444444444,,,,,,,,,,,,1.5555555556,1.5555555556,0.5555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4444444444,,,,0.5555555556,,,,,,-1.4444444444,,,,,,1.5555555556,,,,,,,,,,,-1.4444444444,0.5555555556,,,,,,,,,,,,,,,,,,,
,,,,,,1.75,,-0.25,,,,-1.25,,,,,,,,,,-0.25,,,,,,0.75,,-0.25,,-1.25,0.75,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25,,,,,,,,,,,,,,,,-0.25,-1.25,,,,,,,,,,-0.25,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,-0.25
0.9491525424,-0.0508474576,-1.0508474576,0.9491525424,0.9491525424,0.9491525424,0.9491525424,-1.5508474576,,0.9491525424,0.4491525424,0.4491525424,0.9491525424,,0.9491525424,,0.4491525424,-0.0508474576,-1.0508474576,,-1.5508474576,,0.9491525424,0.9491525424,,0.9491525424,-1.0508474576,-1.0508474576,-1.0508474576,-1.0508474576,,0.9491525424,,0.4491525424,-0.5508474576,0.9491525424,,,-1.0508474576,0.4491525424,0.9491525424,0.4491525424,-1.0508474576,0.4491525424,0.9491525424,0.9491525424,0.9491525424,0.4491525424,0.9491525424,0.9491525424,,-1.5508474576,0.9491525424,-1.5508474576,,-1.0508474576,,,-1.0508474576,0.9491525424,,0.9491525424,0.9491525424,-0.5508474576,,0.9491525424,,0.9491525424,-0.5508474576,-1.0508474576,-1.0508474576,,-1.5508474576,-0.5508474576,0.9491525424,0.9491525424,-0.5508474576,,,-2.0508474576,0.9491525424,-0.0508474576,0.9491525424,-1.5508474576,-0.0508474576,0.4491525424,-0.0508474576,0.9491525424,-0.5508474576,-0.0508474576,-0.5508474576,-0.5508474576,-0.0508474576,-0.5508474576,,-1.5508474576,,-2.0508474576,,,-1.0508474576,0.9491525424,0.9491525424,,-1.5508474576,0.4491525424,0.9491525424,0.9491525424,,0.9491525424,0.4491525424,-0.5508474576,-1.5508474576,-0.5508474576,-0.0508474576,-0.5508474576,-0.5508474576,,-0.5508474576,-0.5508474576,,0.4491525424,-1.0508474576,,,-1.0508474576,0.9491525424,0.9491525424,0.9491525424,0.9491525424,0.4491525424,0.9491525424,0.9491525424,0.9491525424,-1.5508474576,0.4491525424,-0.5508474576,-1.5508474576,0.9491525424,0.4491525424,0.9491525424,0.9491525424,-0.5508474576,-1.0508474576,-1.5508474576,,-0.0508474576,0.4491525424,,-0.5508474576
,,,,,0.25,0.25,,,,,,,,,,,,,,,,0.25,0.25,,,,,,,,,,0.25,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,-1.25,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.75,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.125,
,,-0.347826087,,,,,,,,1.652173913,,,-0.347826087,,,0.652173913,,-0.347826087,,-0.347826087,,,,,,,,,,,,0.652173913,,,,,,-0.347826087,,,,,-1.347826087,,,,,,,,,,0.652173913,,1.652173913,,,,,,,,,,,,,,-1.347826087,,-0.347826087,,,,,,,,,-0.347826087,,,-0.347826087,,,,,-1.347826087,,,,,,,,,-0.347826087,,,,,,,-0.347826087,,,,,,,,,,,,,,1.652173913,,-0.347826087,,,,-0.347826087,,,,,-0.347826087,,1.652173913,,,,,,,,,,,,,,,,,,
,,,,,,,0.0,,,,,,,,,,-0.5,,,,,,,,,-1.0,0.0,,,,,,,,,,,,-1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,0.0,,,,0.0,,0.5,,,,,,,,,,,,,,,,,,,-0.5,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
,,,,,,,,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,,,-1.4,,,,,,,,,0.6000000000000001,,,,,,,-0.4,,,,,,,,,,,,,,,0.6000000000000001,,,,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000000000000001,,,,,-0.4,
